"Characters","Vehicle","Tires","Glider","ID","Speed","Speed_Water","Speed_Air","Speed_Ground","Acceleration","Weight","Handling","Handling_Water","Handling_Air","Handling_Ground","Traction","Mini_Turbo"
"Heavy-C","P-Wing","Group-F","Speed","Heavy-C-P-Wing-Group-F-Speed",5.05,4.75,5.75,5.0,1.5,4.75,4.0,1.25,1.75,1.5,3.5,2.0
"Light-A","P-Wing","Group-C","Acceleration","Light-A-P-Wing-Group-C-Acceleration",3.0,3.0,3.0,3.0,3.0,1.75,4.25,4.25,4.5,4.25,3.75,2.75
"Light-A","P-Wing","Group-C","Speed","Light-A-P-Wing-Group-C-Speed",3.0,3.0,3.25,3.0,2.75,2.0,4.25,4.25,4.25,4.25,3.75,2.5
"Light-B","P-Wing","Group-C","Acceleration","Light-B-P-Wing-Group-C-Acceleration",3.5,3.5,3.5,3.5,2.75,2.25,3.75,3.75,4.0,3.75,3.5,2.5
"Light-B","P-Wing","Group-C","Speed","Light-B-P-Wing-Group-C-Speed",3.5,3.5,3.75,3.5,2.5,2.5,3.75,3.75,3.75,3.75,3.5,2.25
"Medium-A","P-Wing","Group-C","Acceleration","Medium-A-P-Wing-Group-C-Acceleration",4.0,4.0,4.0,4.0,2.5,2.75,3.25,3.25,3.5,3.25,3.25,2.25
"Medium-A","P-Wing","Group-C","Speed","Medium-A-P-Wing-Group-C-Speed",4.0,4.0,4.25,4.0,2.25,3.0,3.25,3.25,3.25,3.25,3.25,2.0
"Medium-B","P-Wing","Group-C","Acceleration","Medium-B-P-Wing-Group-C-Acceleration",4.5,4.52,4.53,4.53,2.25,3.25,2.75,2.75,3.0,2.75,3.0,2.25
"Medium-B","P-Wing","Group-C","Speed","Medium-B-P-Wing-Group-C-Speed",4.5,4.52,4.78,4.53,2.0,3.5,2.75,2.75,2.75,2.75,3.0,2.0
"Heavy-A","P-Wing","Group-C","Acceleration","Heavy-A-P-Wing-Group-C-Acceleration",5.0,5.0,5.0,5.0,2.0,3.75,3.75,2.25,2.5,2.25,2.75,2.0
"Heavy-A","P-Wing","Group-C","Speed","Heavy-A-P-Wing-Group-C-Speed",5.0,5.0,5.25,5.0,1.75,4.0,3.75,2.25,2.25,2.25,2.75,1.75
"Heavy-B","P-Wing","Group-C","Acceleration","Heavy-B-P-Wing-Group-C-Acceleration",5.0,5.0,5.0,5.0,1.75,4.25,4.25,2.25,2.5,2.25,2.5,1.5
"Heavy-B","P-Wing","Group-C","Speed","Heavy-B-P-Wing-Group-C-Speed",5.0,5.0,5.25,5.0,1.5,4.5,4.25,2.25,2.25,2.25,2.5,1.25
"Heavy-C","P-Wing","Group-C","Acceleration","Heavy-C-P-Wing-Group-C-Acceleration",5.5,5.5,5.5,5.5,1.75,4.25,4.25,1.75,2.0,1.75,2.5,1.5
"Heavy-C","P-Wing","Group-C","Speed","Heavy-C-P-Wing-Group-C-Speed",5.5,5.5,5.75,5.5,1.5,4.5,4.25,1.75,1.75,1.75,2.5,1.25
"Light-A","P-Wing","Group-B","Acceleration","Light-A-P-Wing-Group-B-Acceleration",3.0,3.0,3.0,3.0,3.0,2.25,4.5,4.5,4.75,4.5,3.75,2.75
"Light-A","P-Wing","Group-B","Speed","Light-A-P-Wing-Group-B-Speed",3.0,3.0,3.25,3.0,2.75,2.5,4.5,4.5,4.5,4.5,3.75,2.5
"Light-B","P-Wing","Group-B","Acceleration","Light-B-P-Wing-Group-B-Acceleration",3.5,3.5,3.5,3.5,2.75,2.75,4.0,4.0,4.25,4.0,3.5,2.5
"Light-B","P-Wing","Group-B","Speed","Light-B-P-Wing-Group-B-Speed",3.5,3.5,3.75,3.5,2.5,3.0,4.0,4.0,4.0,4.0,3.5,2.25
"Medium-A","P-Wing","Group-B","Acceleration","Medium-A-P-Wing-Group-B-Acceleration",4.0,4.0,4.0,4.0,2.5,3.25,3.5,3.5,3.75,3.5,3.25,2.25
"Medium-A","P-Wing","Group-B","Speed","Medium-A-P-Wing-Group-B-Speed",4.0,4.0,4.25,4.0,2.25,3.5,3.5,3.5,3.5,3.5,3.25,2.0
"Medium-B","P-Wing","Group-B","Acceleration","Medium-B-P-Wing-Group-B-Acceleration",4.5,4.52,4.53,4.53,2.25,3.75,3.0,3.0,3.25,3.0,3.0,2.25
"Medium-B","P-Wing","Group-B","Speed","Medium-B-P-Wing-Group-B-Speed",4.5,4.52,4.78,4.53,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0
"Heavy-A","P-Wing","Group-B","Acceleration","Heavy-A-P-Wing-Group-B-Acceleration",5.0,5.0,5.0,5.0,2.0,4.25,4.0,2.5,2.75,2.5,2.75,2.0
"Heavy-A","P-Wing","Group-B","Speed","Heavy-A-P-Wing-Group-B-Speed",5.0,5.0,5.25,5.0,1.75,4.5,4.0,2.5,2.5,2.5,2.75,1.75
"Heavy-B","P-Wing","Group-B","Acceleration","Heavy-B-P-Wing-Group-B-Acceleration",5.0,5.0,5.0,5.0,1.75,4.75,4.5,2.5,2.75,2.5,2.5,1.5
"Heavy-B","P-Wing","Group-B","Speed","Heavy-B-P-Wing-Group-B-Speed",5.0,5.0,5.25,5.0,1.5,5.0,4.5,2.5,2.5,2.5,2.5,1.25
"Heavy-C","P-Wing","Group-B","Acceleration","Heavy-C-P-Wing-Group-B-Acceleration",5.5,5.5,5.5,5.5,1.75,4.75,4.5,2.0,2.25,2.0,2.5,1.5
"Heavy-C","P-Wing","Group-B","Speed","Heavy-C-P-Wing-Group-B-Speed",5.5,5.5,5.75,5.5,1.5,5.0,4.5,2.0,2.0,2.0,2.5,1.25
"Light-A","P-Wing","Group-D","Acceleration","Light-A-P-Wing-Group-D-Acceleration",2.25,3.25,3.25,2.25,3.75,1.75,4.5,4.5,4.75,4.5,4.0,4.25
"Light-A","P-Wing","Group-D","Speed","Light-A-P-Wing-Group-D-Speed",2.25,3.25,3.5,2.25,3.5,2.0,4.5,4.5,4.5,4.5,4.0,4.0
"Light-B","P-Wing","Group-D","Acceleration","Light-B-P-Wing-Group-D-Acceleration",2.75,3.75,3.75,2.75,3.5,2.25,4.0,4.0,4.25,4.0,3.75,4.0
"Light-B","P-Wing","Group-D","Speed","Light-B-P-Wing-Group-D-Speed",2.75,3.75,4.0,2.75,3.25,2.5,4.0,4.0,4.0,4.0,3.75,3.75
"Medium-A","P-Wing","Group-D","Acceleration","Medium-A-P-Wing-Group-D-Acceleration",3.25,4.25,4.25,3.25,3.25,2.75,3.5,3.5,3.75,3.5,3.5,3.75
"Medium-A","P-Wing","Group-D","Speed","Medium-A-P-Wing-Group-D-Speed",3.25,4.25,4.5,3.25,3.0,3.0,3.5,3.5,3.5,3.5,3.5,3.5
"Medium-B","P-Wing","Group-D","Acceleration","Medium-B-P-Wing-Group-D-Acceleration",3.75,4.77,4.78,3.78,3.0,3.25,3.0,3.0,3.25,3.0,3.25,3.75
"Medium-B","P-Wing","Group-D","Speed","Medium-B-P-Wing-Group-D-Speed",3.75,4.77,5.03,3.78,2.75,3.5,3.0,3.0,3.0,3.0,3.25,3.5
"Heavy-A","P-Wing","Group-D","Acceleration","Heavy-A-P-Wing-Group-D-Acceleration",4.25,5.25,5.25,4.25,2.75,3.75,4.0,2.5,2.75,2.5,3.0,3.5
"Heavy-A","P-Wing","Group-D","Speed","Heavy-A-P-Wing-Group-D-Speed",4.25,5.25,5.5,4.25,2.5,4.0,4.0,2.5,2.5,2.5,3.0,3.25
"Heavy-B","P-Wing","Group-D","Acceleration","Heavy-B-P-Wing-Group-D-Acceleration",4.25,5.25,5.25,4.25,2.5,4.25,4.5,2.5,2.75,2.5,2.75,3.0
"Heavy-B","P-Wing","Group-D","Speed","Heavy-B-P-Wing-Group-D-Speed",4.25,5.25,5.5,4.25,2.25,4.5,4.5,2.5,2.5,2.5,2.75,2.75
"Heavy-C","P-Wing","Group-D","Acceleration","Heavy-C-P-Wing-Group-D-Acceleration",4.75,5.75,5.75,4.75,2.5,4.25,4.5,2.0,2.25,2.0,2.75,3.0
"Heavy-C","P-Wing","Group-D","Speed","Heavy-C-P-Wing-Group-D-Speed",4.75,5.75,6.0,4.75,2.25,4.5,4.5,2.0,2.0,2.0,2.75,2.75
"Light-A","P-Wing","Group-A","Acceleration","Light-A-P-Wing-Group-A-Acceleration",3.25,2.25,3.25,3.25,2.5,2.5,4.25,4.25,4.5,4.25,3.25,3.0
"Light-A","P-Wing","Group-A","Speed","Light-A-P-Wing-Group-A-Speed",3.25,2.25,3.5,3.25,2.25,2.75,4.25,4.25,4.25,4.25,3.25,2.75
"Light-B","P-Wing","Group-A","Acceleration","Light-B-P-Wing-Group-A-Acceleration",3.75,2.75,3.75,3.75,2.25,3.0,3.75,3.75,4.0,3.75,3.0,2.75
"Light-B","P-Wing","Group-A","Speed","Light-B-P-Wing-Group-A-Speed",3.75,2.75,4.0,3.75,2.0,3.25,3.75,3.75,3.75,3.75,3.0,2.5
"Medium-A","P-Wing","Group-A","Acceleration","Medium-A-P-Wing-Group-A-Acceleration",4.25,3.25,4.25,4.25,2.0,3.5,3.25,3.25,3.5,3.25,2.75,2.5
"Medium-A","P-Wing","Group-A","Speed","Medium-A-P-Wing-Group-A-Speed",4.25,3.25,4.5,4.25,1.75,3.75,3.25,3.25,3.25,3.25,2.75,2.25
"Medium-B","P-Wing","Group-A","Acceleration","Medium-B-P-Wing-Group-A-Acceleration",4.75,3.77,4.78,4.78,1.75,4.0,2.75,2.75,3.0,2.75,2.5,2.5
"Medium-B","P-Wing","Group-A","Speed","Medium-B-P-Wing-Group-A-Speed",4.75,3.77,5.03,4.78,1.5,4.25,2.75,2.75,2.75,2.75,2.5,2.25
"Heavy-A","P-Wing","Group-A","Acceleration","Heavy-A-P-Wing-Group-A-Acceleration",5.25,4.25,5.25,5.25,1.5,4.5,3.75,2.25,2.5,2.25,2.25,2.25
"Heavy-A","P-Wing","Group-A","Speed","Heavy-A-P-Wing-Group-A-Speed",5.25,4.25,5.5,5.25,1.25,4.75,3.75,2.25,2.25,2.25,2.25,2.0
"Heavy-B","P-Wing","Group-A","Acceleration","Heavy-B-P-Wing-Group-A-Acceleration",5.25,4.25,5.25,5.25,1.25,5.0,4.25,2.25,2.5,2.25,2.0,1.75
"Heavy-B","P-Wing","Group-A","Speed","Heavy-B-P-Wing-Group-A-Speed",5.25,4.25,5.5,5.25,1.0,5.25,4.25,2.25,2.25,2.25,2.0,1.5
"Heavy-C","P-Wing","Group-A","Acceleration","Heavy-C-P-Wing-Group-A-Acceleration",5.75,4.75,5.75,5.75,1.25,5.0,4.25,1.75,2.0,1.75,2.0,1.75
"Heavy-C","P-Wing","Group-A","Speed","Heavy-C-P-Wing-Group-A-Speed",5.75,4.75,6.0,5.75,1.0,5.25,4.25,1.75,1.75,1.75,2.0,1.5
"Light-A","P-Wing","Group-G","Acceleration","Light-A-P-Wing-Group-G-Acceleration",2.75,2.75,2.75,2.25,2.75,1.75,3.5,3.5,3.75,3.5,5.0,2.75
"Light-A","P-Wing","Group-G","Speed","Light-A-P-Wing-Group-G-Speed",2.75,2.75,3.0,2.25,2.5,2.0,3.5,3.5,3.5,3.5,5.0,2.5
"Light-B","P-Wing","Group-G","Acceleration","Light-B-P-Wing-Group-G-Acceleration",3.25,3.25,3.25,2.75,2.5,2.25,3.0,3.0,3.25,3.0,4.75,2.5
"Light-B","P-Wing","Group-G","Speed","Light-B-P-Wing-Group-G-Speed",3.25,3.25,3.5,2.75,2.25,2.5,3.0,3.0,3.0,3.0,4.75,2.25
"Medium-A","P-Wing","Group-G","Acceleration","Medium-A-P-Wing-Group-G-Acceleration",3.75,3.75,3.75,3.25,2.25,2.75,2.5,2.5,2.75,2.5,4.5,2.25
"Medium-A","P-Wing","Group-G","Speed","Medium-A-P-Wing-Group-G-Speed",3.75,3.75,4.0,3.25,2.0,3.0,2.5,2.5,2.5,2.5,4.5,2.0
"Medium-B","P-Wing","Group-G","Acceleration","Medium-B-P-Wing-Group-G-Acceleration",4.25,4.27,4.28,3.78,2.0,3.25,2.0,2.0,2.25,2.0,4.25,2.25
"Medium-B","P-Wing","Group-G","Speed","Medium-B-P-Wing-Group-G-Speed",4.25,4.27,4.53,3.78,1.75,3.5,2.0,2.0,2.0,2.0,4.25,2.0
"Heavy-A","P-Wing","Group-G","Acceleration","Heavy-A-P-Wing-Group-G-Acceleration",4.75,4.75,4.75,4.25,1.75,3.75,3.0,1.5,1.75,1.5,4.0,2.0
"Heavy-A","P-Wing","Group-G","Speed","Heavy-A-P-Wing-Group-G-Speed",4.75,4.75,5.0,4.25,1.5,4.0,3.0,1.5,1.5,1.5,4.0,1.75
"Heavy-B","P-Wing","Group-G","Acceleration","Heavy-B-P-Wing-Group-G-Acceleration",4.75,4.75,4.75,4.25,1.5,4.25,3.5,1.5,1.75,1.5,3.75,1.5
"Heavy-B","P-Wing","Group-G","Speed","Heavy-B-P-Wing-Group-G-Speed",4.75,4.75,5.0,4.25,1.25,4.5,3.5,1.5,1.5,1.5,3.75,1.25
"Heavy-C","P-Wing","Group-G","Acceleration","Heavy-C-P-Wing-Group-G-Acceleration",5.25,5.25,5.25,4.75,1.5,4.25,3.5,1.0,1.25,1.0,3.75,1.5
"Heavy-C","P-Wing","Group-G","Speed","Heavy-C-P-Wing-Group-G-Speed",5.25,5.25,5.5,4.75,1.25,4.5,3.5,1.0,1.0,1.0,3.75,1.25
"Light-A","P-Wing","Group-E","Acceleration","Light-A-P-Wing-Group-E-Acceleration",2.75,3.25,2.75,2.75,2.75,2.25,4.25,4.25,4.5,4.25,4.25,2.75
"Light-A","P-Wing","Group-E","Speed","Light-A-P-Wing-Group-E-Speed",2.75,3.25,3.0,2.75,2.5,2.5,4.25,4.25,4.25,4.25,4.25,2.5
"Light-B","P-Wing","Group-E","Acceleration","Light-B-P-Wing-Group-E-Acceleration",3.25,3.75,3.25,3.25,2.5,2.75,3.75,3.75,4.0,3.75,4.0,2.5
"Light-B","P-Wing","Group-E","Speed","Light-B-P-Wing-Group-E-Speed",3.25,3.75,3.5,3.25,2.25,3.0,3.75,3.75,3.75,3.75,4.0,2.25
"Medium-A","P-Wing","Group-E","Acceleration","Medium-A-P-Wing-Group-E-Acceleration",3.75,4.25,3.75,3.75,2.25,3.25,3.25,3.25,3.5,3.25,3.75,2.25
"Medium-A","P-Wing","Group-E","Speed","Medium-A-P-Wing-Group-E-Speed",3.75,4.25,4.0,3.75,2.0,3.5,3.25,3.25,3.25,3.25,3.75,2.0
"Medium-B","P-Wing","Group-E","Acceleration","Medium-B-P-Wing-Group-E-Acceleration",4.25,4.77,4.28,4.28,2.0,3.75,2.75,2.75,3.0,2.75,3.5,2.25
"Medium-B","P-Wing","Group-E","Speed","Medium-B-P-Wing-Group-E-Speed",4.25,4.77,4.53,4.28,1.75,4.0,2.75,2.75,2.75,2.75,3.5,2.0
"Heavy-A","P-Wing","Group-E","Acceleration","Heavy-A-P-Wing-Group-E-Acceleration",4.75,5.25,4.75,4.75,1.75,4.25,3.75,2.25,2.5,2.25,3.25,2.0
"Heavy-A","P-Wing","Group-E","Speed","Heavy-A-P-Wing-Group-E-Speed",4.75,5.25,5.0,4.75,1.5,4.5,3.75,2.25,2.25,2.25,3.25,1.75
"Heavy-B","P-Wing","Group-E","Acceleration","Heavy-B-P-Wing-Group-E-Acceleration",4.75,5.25,4.75,4.75,1.5,4.75,4.25,2.25,2.5,2.25,3.0,1.5
"Heavy-B","P-Wing","Group-E","Speed","Heavy-B-P-Wing-Group-E-Speed",4.75,5.25,5.0,4.75,1.25,5.0,4.25,2.25,2.25,2.25,3.0,1.25
"Heavy-C","P-Wing","Group-E","Acceleration","Heavy-C-P-Wing-Group-E-Acceleration",5.25,5.75,5.25,5.25,1.5,4.75,4.25,1.75,2.0,1.75,3.0,1.5
"Heavy-C","P-Wing","Group-E","Speed","Heavy-C-P-Wing-Group-E-Speed",5.25,5.75,5.5,5.25,1.25,5.0,4.25,1.75,1.75,1.75,3.0,1.25
"Light-A","Koopa Clown","Group-F","Acceleration","Light-A-Koopa Clown-Group-F-Acceleration",1.7999999999999998,1.5,2.25,1.75,3.25,2.0,4.75,4.5,5.25,4.75,5.0,5.0
"Light-A","Koopa Clown","Group-F","Speed","Light-A-Koopa Clown-Group-F-Speed",1.7999999999999998,1.5,2.5,1.75,3.0,2.25,4.75,4.5,5.0,4.75,5.0,4.75
"Light-B","Koopa Clown","Group-F","Acceleration","Light-B-Koopa Clown-Group-F-Acceleration",2.3,2.0,2.75,2.25,3.0,2.5,4.25,4.0,4.75,4.25,4.75,4.75
"Light-B","Koopa Clown","Group-F","Speed","Light-B-Koopa Clown-Group-F-Speed",2.3,2.0,3.0,2.25,2.75,2.75,4.25,4.0,4.5,4.25,4.75,4.5
"Medium-A","Koopa Clown","Group-F","Acceleration","Medium-A-Koopa Clown-Group-F-Acceleration",2.8,2.5,3.25,2.75,2.75,3.0,3.75,3.5,4.25,3.75,4.5,4.5
"Medium-A","Koopa Clown","Group-F","Speed","Medium-A-Koopa Clown-Group-F-Speed",2.8,2.5,3.5,2.75,2.5,3.25,3.75,3.5,4.0,3.75,4.5,4.25
"Medium-B","Koopa Clown","Group-F","Acceleration","Medium-B-Koopa Clown-Group-F-Acceleration",3.3,3.02,3.78,3.28,2.5,3.5,3.25,3.0,3.75,3.25,4.25,4.5
"Medium-B","Koopa Clown","Group-F","Speed","Medium-B-Koopa Clown-Group-F-Speed",3.3,3.02,4.03,3.28,2.25,3.75,3.25,3.0,3.5,3.25,4.25,4.25
"Heavy-A","Koopa Clown","Group-F","Acceleration","Heavy-A-Koopa Clown-Group-F-Acceleration",3.8,3.5,4.25,3.75,2.25,4.0,4.25,2.5,3.25,2.75,4.0,4.25
"Heavy-A","Koopa Clown","Group-F","Speed","Heavy-A-Koopa Clown-Group-F-Speed",3.8,3.5,4.5,3.75,2.0,4.25,4.25,2.5,3.0,2.75,4.0,4.0
"Heavy-B","Koopa Clown","Group-F","Acceleration","Heavy-B-Koopa Clown-Group-F-Acceleration",3.8,3.5,4.25,3.75,2.0,4.5,4.75,2.5,3.25,2.75,3.75,3.75
"Heavy-B","Koopa Clown","Group-F","Speed","Heavy-B-Koopa Clown-Group-F-Speed",3.8,3.5,4.5,3.75,1.75,4.75,4.75,2.5,3.0,2.75,3.75,3.5
"Heavy-C","Koopa Clown","Group-F","Acceleration","Heavy-C-Koopa Clown-Group-F-Acceleration",4.3,4.0,4.75,4.25,2.0,4.5,4.75,2.0,2.75,2.25,3.75,3.75
"Heavy-C","Koopa Clown","Group-F","Speed","Heavy-C-Koopa Clown-Group-F-Speed",4.3,4.0,5.0,4.25,1.75,4.75,4.75,2.0,2.5,2.25,3.75,3.5
"Light-A","Koopa Clown","Group-C","Acceleration","Light-A-Koopa Clown-Group-C-Acceleration",2.25,2.25,2.25,2.25,3.25,1.75,5.0,5.0,5.25,5.0,4.0,4.25
"Light-A","Koopa Clown","Group-C","Speed","Light-A-Koopa Clown-Group-C-Speed",2.25,2.25,2.5,2.25,3.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0
"Light-B","Koopa Clown","Group-C","Acceleration","Light-B-Koopa Clown-Group-C-Acceleration",2.75,2.75,2.75,2.75,3.0,2.25,4.5,4.5,4.75,4.5,3.75,4.0
"Light-B","Koopa Clown","Group-C","Speed","Light-B-Koopa Clown-Group-C-Speed",2.75,2.75,3.0,2.75,2.75,2.5,4.5,4.5,4.5,4.5,3.75,3.75
"Medium-A","Koopa Clown","Group-C","Acceleration","Medium-A-Koopa Clown-Group-C-Acceleration",3.25,3.25,3.25,3.25,2.75,2.75,4.0,4.0,4.25,4.0,3.5,3.75
"Medium-A","Koopa Clown","Group-C","Speed","Medium-A-Koopa Clown-Group-C-Speed",3.25,3.25,3.5,3.25,2.5,3.0,4.0,4.0,4.0,4.0,3.5,3.5
"Medium-B","Koopa Clown","Group-C","Acceleration","Medium-B-Koopa Clown-Group-C-Acceleration",3.75,3.7699999999999996,3.78,3.78,2.5,3.25,3.5,3.5,3.75,3.5,3.25,3.75
"Medium-B","Koopa Clown","Group-C","Speed","Medium-B-Koopa Clown-Group-C-Speed",3.75,3.7699999999999996,4.03,3.78,2.25,3.5,3.5,3.5,3.5,3.5,3.25,3.5
"Heavy-A","Koopa Clown","Group-C","Acceleration","Heavy-A-Koopa Clown-Group-C-Acceleration",4.25,4.25,4.25,4.25,2.25,3.75,4.5,3.0,3.25,3.0,3.0,3.5
"Heavy-A","Koopa Clown","Group-C","Speed","Heavy-A-Koopa Clown-Group-C-Speed",4.25,4.25,4.5,4.25,2.0,4.0,4.5,3.0,3.0,3.0,3.0,3.25
"Heavy-B","Koopa Clown","Group-C","Acceleration","Heavy-B-Koopa Clown-Group-C-Acceleration",4.25,4.25,4.25,4.25,2.0,4.25,5.0,3.0,3.25,3.0,2.75,3.0
"Heavy-B","Koopa Clown","Group-C","Speed","Heavy-B-Koopa Clown-Group-C-Speed",4.25,4.25,4.5,4.25,1.75,4.5,5.0,3.0,3.0,3.0,2.75,2.75
"Heavy-C","Koopa Clown","Group-C","Acceleration","Heavy-C-Koopa Clown-Group-C-Acceleration",4.75,4.75,4.75,4.75,2.0,4.25,5.0,2.5,2.75,2.5,2.75,3.0
"Heavy-C","Koopa Clown","Group-C","Speed","Heavy-C-Koopa Clown-Group-C-Speed",4.75,4.75,5.0,4.75,1.75,4.5,5.0,2.5,2.5,2.5,2.75,2.75
"Light-A","Koopa Clown","Group-B","Acceleration","Light-A-Koopa Clown-Group-B-Acceleration",2.25,2.25,2.25,2.25,3.25,2.25,5.25,5.25,5.5,5.25,4.0,4.25
"Light-A","Koopa Clown","Group-B","Speed","Light-A-Koopa Clown-Group-B-Speed",2.25,2.25,2.5,2.25,3.0,2.5,5.25,5.25,5.25,5.25,4.0,4.0
"Light-B","Koopa Clown","Group-B","Acceleration","Light-B-Koopa Clown-Group-B-Acceleration",2.75,2.75,2.75,2.75,3.0,2.75,4.75,4.75,5.0,4.75,3.75,4.0
"Light-B","Koopa Clown","Group-B","Speed","Light-B-Koopa Clown-Group-B-Speed",2.75,2.75,3.0,2.75,2.75,3.0,4.75,4.75,4.75,4.75,3.75,3.75
"Medium-A","Koopa Clown","Group-B","Acceleration","Medium-A-Koopa Clown-Group-B-Acceleration",3.25,3.25,3.25,3.25,2.75,3.25,4.25,4.25,4.5,4.25,3.5,3.75
"Medium-A","Koopa Clown","Group-B","Speed","Medium-A-Koopa Clown-Group-B-Speed",3.25,3.25,3.5,3.25,2.5,3.5,4.25,4.25,4.25,4.25,3.5,3.5
"Medium-B","Koopa Clown","Group-B","Acceleration","Medium-B-Koopa Clown-Group-B-Acceleration",3.75,3.7699999999999996,3.78,3.78,2.5,3.75,3.75,3.75,4.0,3.75,3.25,3.75
"Medium-B","Koopa Clown","Group-B","Speed","Medium-B-Koopa Clown-Group-B-Speed",3.75,3.7699999999999996,4.03,3.78,2.25,4.0,3.75,3.75,3.75,3.75,3.25,3.5
"Heavy-A","Koopa Clown","Group-B","Acceleration","Heavy-A-Koopa Clown-Group-B-Acceleration",4.25,4.25,4.25,4.25,2.25,4.25,4.75,3.25,3.5,3.25,3.0,3.5
"Heavy-A","Koopa Clown","Group-B","Speed","Heavy-A-Koopa Clown-Group-B-Speed",4.25,4.25,4.5,4.25,2.0,4.5,4.75,3.25,3.25,3.25,3.0,3.25
"Heavy-B","Koopa Clown","Group-B","Acceleration","Heavy-B-Koopa Clown-Group-B-Acceleration",4.25,4.25,4.25,4.25,2.0,4.75,5.25,3.25,3.5,3.25,2.75,3.0
"Heavy-B","Koopa Clown","Group-B","Speed","Heavy-B-Koopa Clown-Group-B-Speed",4.25,4.25,4.5,4.25,1.75,5.0,5.25,3.25,3.25,3.25,2.75,2.75
"Heavy-C","Koopa Clown","Group-B","Acceleration","Heavy-C-Koopa Clown-Group-B-Acceleration",4.75,4.75,4.75,4.75,2.0,4.75,5.25,2.75,3.0,2.75,2.75,3.0
"Heavy-C","Koopa Clown","Group-B","Speed","Heavy-C-Koopa Clown-Group-B-Speed",4.75,4.75,5.0,4.75,1.75,5.0,5.25,2.75,2.75,2.75,2.75,2.75
"Light-A","Koopa Clown","Group-D","Acceleration","Light-A-Koopa Clown-Group-D-Acceleration",1.5,2.5,2.5,1.5,4.0,1.75,5.25,5.25,5.5,5.25,4.25,5.75
"Light-A","Koopa Clown","Group-D","Speed","Light-A-Koopa Clown-Group-D-Speed",1.5,2.5,2.75,1.5,3.75,2.0,5.25,5.25,5.25,5.25,4.25,5.5
"Light-B","Koopa Clown","Group-D","Acceleration","Light-B-Koopa Clown-Group-D-Acceleration",2.0,3.0,3.0,2.0,3.75,2.25,4.75,4.75,5.0,4.75,4.0,5.5
"Light-B","Koopa Clown","Group-D","Speed","Light-B-Koopa Clown-Group-D-Speed",2.0,3.0,3.25,2.0,3.5,2.5,4.75,4.75,4.75,4.75,4.0,5.25
"Medium-A","Koopa Clown","Group-D","Acceleration","Medium-A-Koopa Clown-Group-D-Acceleration",2.5,3.5,3.5,2.5,3.5,2.75,4.25,4.25,4.5,4.25,3.75,5.25
"Medium-A","Koopa Clown","Group-D","Speed","Medium-A-Koopa Clown-Group-D-Speed",2.5,3.5,3.75,2.5,3.25,3.0,4.25,4.25,4.25,4.25,3.75,5.0
"Medium-B","Koopa Clown","Group-D","Acceleration","Medium-B-Koopa Clown-Group-D-Acceleration",3.0,4.02,4.03,3.03,3.25,3.25,3.75,3.75,4.0,3.75,3.5,5.25
"Medium-B","Koopa Clown","Group-D","Speed","Medium-B-Koopa Clown-Group-D-Speed",3.0,4.02,4.28,3.03,3.0,3.5,3.75,3.75,3.75,3.75,3.5,5.0
"Heavy-A","Koopa Clown","Group-D","Acceleration","Heavy-A-Koopa Clown-Group-D-Acceleration",3.5,4.5,4.5,3.5,3.0,3.75,4.75,3.25,3.5,3.25,3.25,5.0
"Heavy-A","Koopa Clown","Group-D","Speed","Heavy-A-Koopa Clown-Group-D-Speed",3.5,4.5,4.75,3.5,2.75,4.0,4.75,3.25,3.25,3.25,3.25,4.75
"Heavy-B","Koopa Clown","Group-D","Acceleration","Heavy-B-Koopa Clown-Group-D-Acceleration",3.5,4.5,4.5,3.5,2.75,4.25,5.25,3.25,3.5,3.25,3.0,4.5
"Heavy-B","Koopa Clown","Group-D","Speed","Heavy-B-Koopa Clown-Group-D-Speed",3.5,4.5,4.75,3.5,2.5,4.5,5.25,3.25,3.25,3.25,3.0,4.25
"Heavy-C","Koopa Clown","Group-D","Acceleration","Heavy-C-Koopa Clown-Group-D-Acceleration",4.0,5.0,5.0,4.0,2.75,4.25,5.25,2.75,3.0,2.75,3.0,4.5
"Heavy-C","Koopa Clown","Group-D","Speed","Heavy-C-Koopa Clown-Group-D-Speed",4.0,5.0,5.25,4.0,2.5,4.5,5.25,2.75,2.75,2.75,3.0,4.25
"Light-A","Koopa Clown","Group-A","Acceleration","Light-A-Koopa Clown-Group-A-Acceleration",2.5,1.5,2.5,2.5,2.75,2.5,5.0,5.0,5.25,5.0,3.5,4.5
"Light-A","Koopa Clown","Group-A","Speed","Light-A-Koopa Clown-Group-A-Speed",2.5,1.5,2.75,2.5,2.5,2.75,5.0,5.0,5.0,5.0,3.5,4.25
"Light-B","Koopa Clown","Group-A","Acceleration","Light-B-Koopa Clown-Group-A-Acceleration",3.0,2.0,3.0,3.0,2.5,3.0,4.5,4.5,4.75,4.5,3.25,4.25
"Light-B","Koopa Clown","Group-A","Speed","Light-B-Koopa Clown-Group-A-Speed",3.0,2.0,3.25,3.0,2.25,3.25,4.5,4.5,4.5,4.5,3.25,4.0
"Medium-A","Koopa Clown","Group-A","Acceleration","Medium-A-Koopa Clown-Group-A-Acceleration",3.5,2.5,3.5,3.5,2.25,3.5,4.0,4.0,4.25,4.0,3.0,4.0
